participant,Instrument,play,familiar,vivid,rumbling-low,soft-singing,watery-fluid,direct-loud,nasal-reedy,shrill-noisy,percussive,pure-clear,brassy-metallic,raspy-grainy,ringing-long_decay,sparkling-brilliant,airy-breathy,resonant-vibrant,hollow,woody,muted-veiled,sustained-even,open,focused-compact
59,soprano-saxophone,No,Very familiar,18,1,5,1,6,4,2,3,5,4,1,3,6,5,6,3,3,1,6,1,4
61,soprano-saxophone,No,Very familiar,19,1,6,3,4,2,3,1,6,1,1,4,2,5,4,1,1,1,6,6,5
62,soprano-saxophone,No,Moderately familiar,18,1,6,1,1,7,2,1,6,2,1,1,3,2,1,3,1,1,6,4,4
75,soprano-saxophone,No,Moderately familiar,17,1,7,3,4,7,7,3,6,7,6,2,5,6,3,4,5,2,5,1,6
79,soprano-saxophone,No,Very familiar,19,1,6,5,2,5,5,1,7,5,1,2,5,6,7,1,1,1,7,5,5
87,soprano-saxophone,No,Very familiar,18,1,3,3,5,5,6,1,4,5,1,4,6,5,7,5,4,1,4,4,5
90,soprano-saxophone,No,Moderately familiar,16,1,5,5,2,7,6,1,4,5,5,2,5,6,5,3,5,3,4,2,3
101,soprano-saxophone,No,Moderately familiar,17,1,2,4,5,7,7,2,1,7,1,5,5,6,5,1,1,2,2,5,1
109,soprano-saxophone,No,Moderately familiar,18,1,5,5,6,6,4,2,6,5,2,1,7,6,3,3,4,1,6,6,6
111,soprano-saxophone,No,Very familiar,17,2,6,3,6,6,4,2,6,3,2,3,6,3,5,4,3,2,4,3,6
116,soprano-saxophone,No,Moderately familiar,16,1,7,2,5,5,4,4,6,1,5,2,6,5,6,4,5,3,5,5,7
128,soprano-saxophone,Yes,Extremely familiar,19,1,1,1,7,7,7,1,7,7,1,7,7,1,7,7,1,1,4,7,7
137,soprano-saxophone,No,Extremely familiar,19,1,5,4,6,5,6,2,6,6,3,4,5,5,6,3,5,2,5,5,7
142,soprano-saxophone,No,Moderately familiar,18,2,5,2,3,6,2,1,4,5,4,5,4,5,4,4,3,3,7,4,4
149,soprano-saxophone,No,Extremely familiar,19,1,5,5,5,6,4,3,4,4,3,4,5,6,2,2,4,2,6,6,4
154,soprano-saxophone,No,Extremely familiar,18,2,5,6,5,3,4,2,5,5,5,5,6,7,7,2,3,2,5,6,5
157,soprano-saxophone,No,Moderately familiar,17,1,6,2,6,5,6,4,4,5,1,3,7,1,6,2,5,4,5,3,5
164,soprano-saxophone,No,Very familiar,18,1,5,3,6,7,5,2,7,7,5,2,7,6,5,4,5,1,6,4,7
172,soprano-saxophone,No,Very familiar,17,1,1,1,5,1,2,1,5,6,1,1,2,1,5,1,1,1,3,5,1
173,soprano-saxophone,No,Moderately familiar,18,1,5,3,5,6,5,2,3,6,5,3,5,4,3,3,2,2,5,3,5
185,soprano-saxophone,No,Very familiar,18,1,6,1,7,1,6,2,6,5,1,1,7,3,7,1,1,1,5,6,6
187,soprano-saxophone,No,Moderately familiar,17,1,7,7,7,5,7,6,7,3,6,2,7,3,3,2,3,4,5,3,7
189,soprano-saxophone,No,Extremely familiar,18,1,1,1,7,5,5,1,7,1,1,1,4,1,6,1,3,4,5,4,3
191,soprano-saxophone,No,Very familiar,18,4,5,5,4,5,5,3,5,6,5,6,6,5,5,4,4,5,6,5,5
194,soprano-saxophone,No,Very familiar,18,1,7,7,5,1,5,1,7,7,1,1,7,1,6,1,1,1,7,6,3
203,soprano-saxophone,Yes,Extremely familiar,19,1,4,2,1,6,6,1,5,6,1,2,5,7,5,6,7,1,6,5,5
204,soprano-saxophone,No,Moderately familiar,17,1,5,4,3,5,4,2,5,4,4,3,5,6,4,4,5,5,6,5,4
205,soprano-saxophone,Yes,Moderately familiar,18,2,4,1,6,6,6,2,4,4,5,1,6,3,6,2,4,1,4,2,5
211,soprano-saxophone,No,Very familiar,17,1,4,1,6,5,2,1,3,5,1,1,4,5,5,1,1,1,6,3,4
222,soprano-saxophone,No,Moderately familiar,17,1,7,6,6,7,6,1,3,6,6,5,6,5,6,3,4,2,5,1,5
229,soprano-saxophone,Yes,Extremely familiar,19,1,6,3,4,5,1,1,7,5,1,1,7,1,7,5,1,2,5,6,7
231,soprano-saxophone,Yes,Extremely familiar,19,1,6,1,1,2,1,1,4,1,2,1,6,2,5,1,1,2,4,1,5
234,soprano-saxophone,No,Moderately familiar,17,1,4,4,4,6,6,1,4,2,2,1,4,3,3,1,2,1,4,4,4
236,soprano-saxophone,No,Very familiar,18,1,6,6,5,1,2,3,6,1,1,1,5,2,5,2,1,1,6,5,3
237,soprano-saxophone,No,Very familiar,18,1,4,6,6,7,7,1,6,6,1,1,7,7,5,5,7,1,7,2,7
240,soprano-saxophone,No,Extremely familiar,18,1,4,4,6,4,7,1,5,5,1,5,5,4,6,1,1,1,3,4,3
1,bassoon,No,Very familiar,17,5,4,4,4,7,5,1,4,4,6,1,1,4,5,4,6,6,6,3,4
6,bassoon,Yes,Extremely familiar,19,5,5,2,3,5,2,4,5,1,2,2,3,3,4,4,6,5,4,3,3
14,bassoon,No,Moderately familiar,16,1,3,1,3,5,5,2,6,1,1,2,2,5,4,6,7,2,4,4,5
18,bassoon,No,Moderately familiar,17,1,1,1,2,7,2,1,3,1,2,1,1,6,5,3,6,6,6,3,6
24,bassoon,No,Moderately familiar,18,5,5,2,1,6,1,1,3,1,1,2,1,5,6,6,6,2,5,2,2
26,bassoon,No,Very familiar,18,5,4,3,1,6,1,2,6,1,2,2,1,2,6,2,6,5,5,3,6
27,bassoon,No,Very familiar,17,2,5,4,2,5,1,1,3,1,5,3,1,4,5,5,6,2,5,3,3
28,bassoon,No,Extremely familiar,19,5,6,1,2,7,4,1,5,1,1,3,3,5,5,5,6,5,6,5,6
29,bassoon,No,Moderately familiar,16,5,1,1,3,7,4,1,1,1,3,2,2,3,4,1,5,2,2,1,1
31,bassoon,No,Very familiar,18,4,3,4,3,5,5,2,3,2,6,4,3,5,3,6,5,5,5,3,5
33,bassoon,No,Moderately familiar,18,2,2,1,3,7,2,2,2,1,6,4,2,2,5,2,6,1,6,6,6
35,bassoon,No,Moderately familiar,17,6,7,1,2,1,1,1,7,1,1,6,1,1,7,1,5,1,7,6,4
36,bassoon,No,Extremely familiar,19,1,2,2,1,7,2,1,2,1,6,1,1,3,4,5,7,5,5,5,3
43,bassoon,Yes,Extremely familiar,19,7,5,1,4,2,1,1,3,1,4,2,3,3,5,2,7,2,5,4,5
46,bassoon,No,Very familiar,16,7,3,1,5,7,1,1,3,1,5,1,3,1,1,5,6,3,4,1,5
47,bassoon,No,Very familiar,18,4,3,5,4,6,4,1,6,2,4,5,4,4,6,5,6,1,7,5,4
54,bassoon,No,Very familiar,19,3,4,5,4,6,1,2,2,1,5,2,2,5,3,4,5,4,7,1,6
57,bassoon,No,Extremely familiar,19,7,7,3,5,2,5,1,6,1,2,7,1,2,7,2,5,3,7,6,4
61,bassoon,No,Very familiar,17,3,3,2,2,5,1,1,3,1,4,2,1,3,4,2,5,2,3,2,4
64,bassoon,No,Extremely familiar,19,7,5,5,3,7,1,1,5,1,5,1,2,6,5,5,7,5,4,5,3
67,bassoon,No,Extremely familiar,19,2,5,1,6,7,2,1,5,1,4,1,1,7,6,2,6,4,5,2,5
68,bassoon,No,Extremely familiar,19,6,4,5,6,7,1,1,3,1,1,3,1,5,7,1,7,1,5,3,3
71,bassoon,No,Very familiar,19,3,3,2,4,7,3,2,4,1,5,3,2,4,4,2,5,2,4,2,4
74,bassoon,Yes,Extremely familiar,19,2,6,5,5,3,2,2,6,1,2,5,2,5,6,4,5,3,6,4,5
77,bassoon,No,Extremely familiar,19,1,2,1,2,7,1,1,4,1,7,1,1,4,1,1,7,6,5,1,4
79,bassoon,No,Extremely familiar,19,1,5,1,1,7,1,1,6,1,6,2,2,6,2,7,7,6,6,2,5
85,bassoon,No,Very familiar,16,2,5,4,3,6,2,1,2,3,4,2,1,3,2,5,5,7,6,2,4
87,bassoon,No,Extremely familiar,19,6,1,1,4,7,1,1,5,1,4,4,1,5,5,5,7,5,4,4,5
105,bassoon,No,Very familiar,18,4,3,2,3,7,2,2,4,1,5,3,2,5,5,5,6,5,5,3,2
113,bassoon,No,Very familiar,18,3,1,1,4,1,1,1,3,1,1,2,1,4,2,5,6,4,3,5,2
122,bassoon,No,Moderately familiar,18,4,4,1,3,7,4,5,5,1,6,2,1,6,4,7,7,7,4,1,4
126,bassoon,Yes,Extremely familiar,18,6,6,5,5,7,1,5,5,1,4,3,1,6,5,7,7,3,3,5,4
143,bassoon,No,Moderately familiar,18,6,6,4,6,6,1,2,2,3,5,5,3,4,6,1,5,5,6,3,3
144,bassoon,No,Moderately familiar,17,4,6,5,3,5,5,1,6,2,1,2,3,4,3,2,6,1,5,4,5
153,bassoon,No,Very familiar,19,5,6,1,3,7,1,1,4,1,3,1,1,7,2,2,7,7,5,3,5
157,bassoon,No,Very familiar,18,4,7,3,2,7,2,3,4,2,2,2,3,2,5,1,7,6,7,2,7
160,bassoon,No,Moderately familiar,16,4,5,4,2,3,1,1,2,1,1,1,1,6,2,5,6,6,5,2,2
163,bassoon,No,Very familiar,17,7,4,3,3,7,3,2,3,1,2,3,2,5,6,2,6,2,6,5,5
173,bassoon,No,Extremely familiar,19,6,6,3,5,6,3,2,4,1,5,2,2,2,5,4,5,2,5,3,5
174,bassoon,No,Moderately familiar,17,5,4,1,6,3,1,1,5,1,1,3,2,4,6,1,6,6,7,5,2
180,bassoon,No,Very familiar,17,5,5,5,3,6,3,4,2,1,5,3,2,6,3,6,6,7,6,1,4
185,bassoon,No,Very familiar,19,6,5,4,6,3,1,6,5,1,5,4,1,3,6,5,5,5,6,5,3
186,bassoon,No,Moderately familiar,17,6,6,6,2,3,2,2,6,1,4,3,5,4,3,3,5,4,5,4,5
187,bassoon,Yes,Extremely familiar,19,7,7,6,5,6,7,5,7,2,4,3,7,5,7,6,7,6,7,6,7
190,bassoon,No,Very familiar,19,5,1,1,3,5,4,3,4,3,5,3,3,4,5,5,6,3,3,4,3
195,bassoon,No,Moderately familiar,17,4,4,3,4,5,4,3,3,3,5,4,3,5,4,3,6,5,5,4,4
196,bassoon,No,Moderately familiar,17,5,1,1,3,7,1,2,1,1,4,1,1,5,1,3,6,5,3,1,1
212,bassoon,Yes,Extremely familiar,19,7,6,1,6,6,2,1,5,1,5,1,1,5,4,5,5,5,5,5,4
214,bassoon,Yes,Extremely familiar,19,7,5,6,2,6,1,1,3,1,2,2,1,2,6,5,6,3,6,6,3
217,bassoon,No,Moderately familiar,16,7,1,3,7,1,1,1,2,2,1,1,1,5,4,6,5,4,7,7,5
218,bassoon,No,Very familiar,18,6,6,4,5,2,1,1,6,1,1,5,3,5,7,5,4,4,6,6,6
224,bassoon,No,Extremely familiar,18,6,4,1,6,6,1,2,4,1,5,2,1,5,6,1,4,6,6,4,4
233,bassoon,No,Very familiar,18,6,5,6,1,6,2,1,3,2,3,1,2,5,7,2,6,3,6,6,5
235,bassoon,Yes,Extremely familiar,19,5,7,5,3,5,3,5,5,2,4,4,3,3,5,2,7,7,5,3,3
240,bassoon,No,Extremely familiar,19,5,4,3,2,2,1,3,4,1,1,3,4,5,5,4,6,2,4,5,5
241,bassoon,Yes,Extremely familiar,19,7,7,2,2,7,1,2,3,1,3,2,3,4,5,4,7,3,4,5,6
1,french-horn,No,Very familiar,17,5,5,3,4,2,1,1,5,6,1,4,1,1,5,2,1,5,7,6,4
2,french-horn,No,Moderately familiar,17,3,4,4,4,2,2,2,3,6,2,4,4,2,4,2,2,4,4,2,2
9,french-horn,No,Very familiar,17,3,2,2,7,1,3,1,7,5,1,7,5,2,7,3,3,5,6,7,3
10,french-horn,No,Extremely familiar,19,2,7,2,6,1,2,3,6,7,2,6,7,2,7,1,1,2,6,5,7
19,french-horn,No,Very familiar,19,2,3,1,6,1,6,2,2,7,1,5,5,3,5,1,1,5,5,6,3
20,french-horn,No,Extremely familiar,18,4,6,5,6,5,3,1,6,7,3,6,7,4,7,6,1,4,5,7,4
23,french-horn,No,Very familiar,18,4,4,1,6,2,1,1,3,5,1,5,4,1,6,2,3,6,6,6,2
30,french-horn,No,Moderately familiar,17,3,4,4,2,3,3,2,6,5,2,7,4,2,5,4,3,6,5,6,5
31,french-horn,No,Very familiar,18,3,5,6,5,2,3,2,5,6,2,6,5,5,7,4,1,6,7,6,3
34,french-horn,No,Very familiar,18,3,5,5,4,2,3,1,5,5,2,5,4,3,5,2,1,5,5,4,3
36,french-horn,No,Extremely familiar,19,1,6,3,3,1,2,2,5,1,2,4,3,2,6,1,1,5,4,3,4
40,french-horn,No,Moderately familiar,18,4,1,1,5,1,1,1,6,7,1,3,3,3,7,2,1,2,7,5,2
43,french-horn,No,Very familiar,18,5,4,1,6,1,1,1,2,7,1,2,6,2,7,3,1,1,3,3,2
44,french-horn,No,Very familiar,19,4,5,4,5,1,1,1,6,6,1,4,7,2,6,5,1,4,5,6,2
45,french-horn,No,Very familiar,17,3,5,5,5,4,5,2,6,5,2,6,5,2,7,5,1,3,7,6,6
46,french-horn,No,Extremely familiar,19,6,4,1,6,1,1,1,5,7,1,3,2,2,4,1,1,3,6,7,3
52,french-horn,No,Very familiar,18,2,5,4,6,5,3,1,1,5,4,4,7,2,5,1,1,3,5,3,1
53,french-horn,No,Extremely familiar,19,2,4,1,5,1,1,1,7,7,1,7,6,4,7,1,1,1,7,6,4
55,french-horn,No,Moderately familiar,17,1,5,2,3,1,2,1,5,3,1,5,3,2,5,2,2,5,6,4,4
58,french-horn,No,Extremely familiar,19,1,6,1,6,1,1,1,7,6,1,7,5,1,7,5,1,6,6,7,6
60,french-horn,No,Very familiar,17,6,7,5,7,1,1,3,7,5,1,6,7,3,6,1,1,2,6,7,2
66,french-horn,No,Extremely familiar,19,1,6,1,7,1,1,1,7,5,1,1,5,1,7,1,1,5,7,7,7
69,french-horn,Yes,Extremely familiar,19,1,4,6,5,1,1,1,7,4,1,2,5,2,6,2,1,2,7,5,4
70,french-horn,No,Moderately familiar,17,2,3,1,5,1,1,2,3,5,1,6,3,2,5,5,2,4,4,4,4
71,french-horn,No,Very familiar,19,2,4,2,2,1,2,1,5,3,1,7,2,2,6,3,1,4,6,4,4
72,french-horn,No,Extremely familiar,19,6,4,6,6,2,2,1,6,7,1,7,1,2,7,7,1,6,7,7,1
73,french-horn,No,Extremely familiar,18,3,4,3,5,4,3,2,4,4,1,5,4,4,6,2,1,4,5,5,4
76,french-horn,No,Extremely familiar,19,5,7,5,6,3,2,3,4,5,5,6,4,7,5,7,2,7,7,5,3
81,french-horn,No,Very familiar,19,1,4,1,4,1,3,1,4,5,2,5,5,3,6,5,1,4,4,5,3
84,french-horn,No,Very familiar,18,4,5,1,4,1,1,1,4,7,1,7,1,7,1,1,1,4,7,7,1
85,french-horn,No,Moderately familiar,17,6,5,2,6,5,5,1,5,6,3,5,3,4,6,5,2,5,7,4,6
86,french-horn,No,Very familiar,18,6,7,6,5,1,4,3,3,5,1,5,5,4,7,6,2,4,6,6,2
95,french-horn,No,Extremely familiar,19,5,5,4,7,1,1,1,6,7,4,2,6,2,7,2,1,3,5,7,3
96,french-horn,No,Moderately familiar,17,5,6,6,5,2,3,2,2,4,4,4,5,2,6,2,1,6,6,7,1
104,french-horn,No,Moderately familiar,17,3,5,3,5,2,3,2,5,5,4,5,4,5,5,4,2,4,6,4,3
105,french-horn,No,Very familiar,18,3,6,5,3,2,3,2,7,4,2,1,6,6,5,2,2,4,7,6,3
106,french-horn,No,Moderately familiar,17,1,7,1,1,5,1,1,5,4,1,1,5,3,3,1,2,6,5,1,2
110,french-horn,No,Extremely familiar,19,2,5,2,6,5,1,3,6,7,1,5,5,2,6,5,1,2,5,5,5
115,french-horn,No,Extremely familiar,19,4,6,3,7,6,5,1,6,7,3,6,7,5,7,2,2,4,6,4,5
119,french-horn,No,Extremely familiar,19,5,6,4,4,2,3,2,3,6,4,5,3,3,6,4,1,4,3,3,5
122,french-horn,No,Extremely familiar,19,2,4,2,5,6,2,2,6,7,1,2,1,3,4,2,1,7,7,2,7
140,french-horn,No,Very familiar,19,1,6,4,1,1,1,1,5,4,1,3,1,1,5,1,1,4,7,6,4
144,french-horn,No,Very familiar,19,4,6,5,1,1,1,1,1,7,1,5,2,2,4,6,2,4,3,6,2
147,french-horn,No,Extremely familiar,19,2,6,4,2,1,1,2,6,4,2,3,2,2,3,6,1,5,5,7,2
148,french-horn,No,Extremely familiar,18,5,6,3,5,1,1,1,7,7,1,1,1,1,7,1,3,2,7,5,5
154,french-horn,Yes,Extremely familiar,17,3,6,5,3,1,2,2,6,5,5,6,7,5,5,3,3,3,6,6,6
160,french-horn,No,Moderately familiar,17,3,6,4,1,1,2,1,4,4,1,3,3,6,4,5,3,6,5,3,3
163,french-horn,No,Very familiar,18,1,3,3,3,2,3,1,6,3,1,7,4,2,6,5,2,4,6,4,6
166,french-horn,No,Extremely familiar,19,1,2,1,6,4,3,1,1,6,4,5,2,1,4,3,1,2,3,4,1
167,french-horn,No,Moderately familiar,17,6,4,7,6,1,1,6,7,6,1,6,2,1,6,4,1,5,6,4,5
178,french-horn,No,Moderately familiar,17,1,7,5,2,1,1,1,5,4,1,4,2,5,4,3,1,6,5,3,3
179,french-horn,No,Moderately familiar,18,1,4,5,5,1,3,1,6,4,1,4,6,1,3,4,1,4,3,5,5
186,french-horn,No,Very familiar,17,3,4,5,7,3,4,4,6,6,4,5,6,2,4,2,1,4,4,4,6
190,french-horn,No,Extremely familiar,19,2,6,1,6,1,1,2,5,6,1,2,1,1,6,1,2,2,3,5,3
193,french-horn,Yes,Extremely familiar,19,3,7,1,2,1,1,2,4,4,2,7,3,1,5,1,1,2,7,6,1
195,french-horn,No,Moderately familiar,16,4,5,5,4,3,2,2,4,4,3,5,3,3,5,4,4,5,5,4,4
196,french-horn,No,Very familiar,17,4,6,6,5,1,1,1,3,5,2,6,1,2,6,2,1,6,5,6,2
201,french-horn,No,Very familiar,19,1,7,1,1,1,1,1,1,1,1,1,2,1,7,1,1,3,7,1,1
204,french-horn,No,Extremely familiar,18,4,5,4,5,2,3,2,4,4,3,4,3,2,5,4,1,4,6,5,3
210,french-horn,No,Very familiar,18,1,6,6,2,2,2,2,5,5,2,5,3,6,5,3,1,7,6,4,5
214,french-horn,No,Extremely familiar,18,6,6,5,6,1,1,1,2,5,1,4,5,1,6,4,2,4,7,7,2
215,french-horn,No,Very familiar,18,5,4,3,6,2,2,1,6,6,3,6,2,5,7,4,1,5,7,7,6
219,french-horn,No,Extremely familiar,19,1,4,3,6,1,4,1,5,5,1,2,6,1,6,2,1,3,5,4,3
220,french-horn,No,Extremely familiar,19,1,2,4,7,1,2,1,5,3,1,3,6,1,5,2,1,2,5,2,2
222,french-horn,No,Very familiar,18,4,5,1,7,1,2,1,4,7,4,2,6,6,6,2,1,4,7,7,2
223,french-horn,No,Extremely familiar,18,3,6,1,4,2,1,1,5,2,1,1,1,2,3,5,1,6,5,4,2
225,french-horn,No,Very familiar,18,2,3,3,6,2,3,1,6,6,2,4,4,3,6,3,2,2,6,6,5
231,french-horn,No,Very familiar,19,1,5,1,7,1,1,1,5,4,3,5,4,1,6,1,1,4,6,4,4
238,french-horn,No,Very familiar,17,5,5,4,1,2,1,1,6,7,2,6,6,2,6,5,4,4,6,6,5
239,french-horn,No,Moderately familiar,16,3,5,1,5,3,2,1,5,3,1,2,4,2,5,4,1,4,2,4,4
2,trumpet,No,Very familiar,17,2,6,5,6,2,2,2,6,6,2,5,6,2,6,4,2,2,6,6,3
4,trumpet,Yes,Extremely familiar,19,2,5,3,7,2,6,2,7,6,1,6,6,2,6,1,1,5,6,5,7
7,trumpet,No,Very familiar,17,1,1,1,7,5,4,2,1,6,6,5,4,2,4,3,1,5,4,2,3
9,trumpet,No,Very familiar,18,1,1,2,7,1,5,1,6,6,1,7,6,3,7,2,1,1,7,6,6
11,trumpet,No,Extremely familiar,19,2,3,1,5,1,1,1,5,5,1,3,4,1,3,1,2,1,6,3,5
17,trumpet,No,Extremely familiar,19,2,3,1,6,1,5,2,5,6,1,7,7,1,7,1,1,1,4,3,4
19,trumpet,Yes,Extremely familiar,19,1,5,1,5,1,1,2,5,7,1,6,4,2,4,1,1,4,4,5,6
22,trumpet,No,Extremely familiar,19,1,1,2,7,6,6,2,4,7,1,5,5,4,4,1,1,2,5,3,5
31,trumpet,No,Extremely familiar,19,1,3,3,6,4,6,2,5,7,2,6,7,5,5,3,1,3,6,4,4
33,trumpet,No,Moderately familiar,17,1,3,1,7,2,6,5,6,7,2,1,5,2,5,1,2,1,7,6,5
35,trumpet,No,Moderately familiar,17,3,2,1,7,1,1,3,7,6,1,7,7,1,7,1,1,1,7,6,6
41,trumpet,No,Very familiar,18,2,3,5,6,5,5,2,6,7,2,5,2,1,6,3,1,4,3,5,5
44,trumpet,No,Very familiar,18,2,2,2,7,1,3,1,5,7,1,2,5,2,6,2,1,4,3,4,5
45,trumpet,No,Extremely familiar,18,2,4,4,7,3,6,3,7,7,2,5,5,2,6,4,1,3,4,5,5
48,trumpet,No,Extremely familiar,19,2,4,1,7,3,4,2,5,7,1,3,3,6,4,3,1,3,5,5,2
52,trumpet,No,Extremely familiar,19,1,1,1,7,5,7,3,5,7,4,3,6,2,5,2,5,2,4,2,4
55,trumpet,No,Moderately familiar,17,1,6,2,4,3,1,1,6,4,1,6,6,2,5,2,1,4,6,6,5
56,trumpet,No,Extremely familiar,19,1,3,4,7,4,7,1,5,7,1,7,6,3,7,2,1,3,4,5,5
59,trumpet,No,Very familiar,18,1,2,1,7,1,2,4,7,7,1,7,7,2,7,1,1,1,5,1,7
63,trumpet,No,Moderately familiar,18,2,2,2,7,7,7,4,5,7,6,4,7,6,6,5,1,1,3,6,5
65,trumpet,No,Extremely familiar,19,3,1,1,7,5,5,3,4,7,1,5,1,1,5,2,4,1,5,7,5
71,trumpet,No,Very familiar,19,1,3,2,5,2,2,2,5,4,2,6,4,4,6,2,1,4,5,5,5
74,trumpet,No,Extremely familiar,19,1,3,3,6,2,4,2,7,7,1,4,6,3,6,2,1,3,6,7,6
77,trumpet,No,Extremely familiar,19,1,2,2,7,5,7,1,7,7,1,5,7,1,7,1,1,1,5,1,2
82,trumpet,No,Very familiar,17,1,4,4,6,3,6,2,6,7,1,2,6,3,4,4,2,2,5,5,5
83,trumpet,No,Extremely familiar,19,1,2,1,7,4,5,1,6,5,2,1,6,5,3,4,2,2,3,6,7
84,trumpet,No,Very familiar,18,1,1,1,7,1,4,1,7,7,1,7,7,1,7,1,1,1,6,1,7
85,trumpet,No,Very familiar,17,2,5,3,6,2,4,3,7,7,5,4,7,3,6,5,1,5,6,5,6
87,trumpet,No,Extremely familiar,19,1,4,4,7,4,4,1,6,7,1,4,7,6,6,1,1,1,4,4,4
89,trumpet,No,Very familiar,18,1,1,2,7,2,2,2,5,7,1,2,6,2,7,1,1,1,7,7,6
91,trumpet,No,Very familiar,19,1,5,4,7,1,3,1,6,7,1,1,3,4,3,2,1,3,6,6,7
92,trumpet,Yes,Very familiar,18,3,6,4,6,3,4,4,6,6,1,6,6,2,6,3,1,2,7,7,6
96,trumpet,No,Very familiar,18,1,3,2,6,5,6,2,6,7,3,1,7,2,3,1,1,2,4,3,4
97,trumpet,No,Moderately familiar,17,5,4,2,5,1,4,3,4,5,1,4,3,3,3,2,1,4,5,3,6
99,trumpet,Yes,Extremely familiar,18,1,1,1,5,1,1,1,5,7,1,1,3,5,4,1,1,1,4,5,5
104,trumpet,Yes,Extremely familiar,18,2,3,2,7,3,5,4,4,7,3,5,7,4,6,3,3,3,6,4,5
106,trumpet,No,Moderately familiar,18,1,4,1,5,4,1,2,6,3,4,1,6,2,2,1,1,1,7,5,6
108,trumpet,No,Very familiar,17,2,2,3,5,4,5,1,3,7,4,5,5,5,5,2,1,3,4,5,3
109,trumpet,No,Very familiar,18,1,2,4,7,3,6,2,6,7,1,1,6,2,3,2,1,1,6,6,6
110,trumpet,No,Extremely familiar,19,2,5,2,6,5,4,3,5,6,2,4,6,5,5,5,1,4,5,5,6
124,trumpet,No,Very familiar,18,1,1,5,5,1,5,5,6,6,1,6,6,2,6,5,1,1,6,6,7
127,trumpet,No,Extremely familiar,19,1,3,2,7,6,5,2,3,7,1,2,2,3,4,1,1,1,2,4,1
131,trumpet,No,Moderately familiar,18,2,2,5,7,1,6,1,7,7,1,2,5,6,4,2,1,1,3,6,6
142,trumpet,No,Extremely familiar,19,1,3,2,5,1,2,1,6,7,1,4,7,2,6,1,1,1,6,6,6
144,trumpet,No,Very familiar,19,1,4,3,6,2,2,1,6,7,2,7,6,3,7,1,1,1,6,7,5
147,trumpet,No,Extremely familiar,19,1,5,2,6,5,4,4,6,7,2,2,6,3,3,2,1,2,5,5,4
160,trumpet,Yes,Moderately familiar,19,1,1,2,5,3,7,1,2,7,4,5,4,5,4,1,1,2,6,3,3
161,trumpet,No,Extremely familiar,19,1,2,2,7,2,6,2,7,7,2,2,3,4,5,2,1,1,6,4,3
164,trumpet,No,Very familiar,18,1,2,3,7,6,5,2,6,7,5,3,5,4,6,3,3,4,5,7,5
172,trumpet,No,Very familiar,18,1,1,1,6,1,1,1,2,7,1,1,1,1,3,1,1,1,2,6,3
177,trumpet,No,Extremely familiar,19,3,4,2,7,1,5,3,7,7,1,2,5,1,2,1,1,1,7,5,5
178,trumpet,No,Very familiar,18,1,3,4,7,1,3,3,6,7,1,7,5,2,6,1,1,1,5,6,3
181,trumpet,No,Very familiar,18,5,3,1,6,6,6,3,4,7,5,1,6,5,4,6,1,6,4,6,6
185,trumpet,Yes,Very familiar,19,1,4,1,7,2,5,2,6,5,1,3,5,2,4,1,1,3,5,5,6
188,trumpet,No,Very familiar,17,2,3,3,6,5,5,3,5,6,5,2,5,4,6,3,3,5,2,3,5
189,trumpet,No,Extremely familiar,19,1,1,2,7,2,7,1,7,7,1,4,6,4,7,2,1,1,4,5,1
191,trumpet,No,Moderately familiar,18,2,4,5,4,6,4,2,5,6,2,5,5,5,5,4,3,5,5,5,5
192,trumpet,No,Very familiar,18,2,4,5,7,5,5,4,6,7,2,6,7,4,5,2,1,3,4,6,5
195,trumpet,No,Moderately familiar,17,2,2,4,7,4,6,2,6,6,3,5,7,3,6,3,2,2,5,6,5
196,trumpet,No,Very familiar,18,1,2,3,7,2,5,1,7,5,1,5,6,1,7,4,1,3,5,2,6
198,trumpet,No,Moderately familiar,17,1,1,5,7,7,7,1,7,7,5,5,7,2,3,3,1,2,6,5,7
199,trumpet,No,Moderately familiar,17,2,1,3,7,5,6,3,4,6,1,3,3,4,5,4,1,3,5,5,5
200,trumpet,No,Extremely familiar,19,1,4,1,7,2,5,2,6,7,2,6,7,5,7,1,1,1,7,7,7
203,trumpet,Yes,Extremely familiar,19,1,7,4,7,1,6,5,7,7,1,7,7,1,7,1,1,6,7,7,7
205,trumpet,Yes,Extremely familiar,19,2,4,1,6,1,6,3,5,6,3,5,6,3,7,3,1,2,4,5,2
210,trumpet,No,Very familiar,18,3,4,3,6,5,5,2,3,7,2,2,6,4,6,3,2,5,5,6,4
215,trumpet,No,Extremely familiar,18,1,2,3,7,3,3,2,5,7,1,7,7,5,6,3,4,2,6,7,6
217,trumpet,No,Moderately familiar,18,1,1,5,7,2,4,1,6,7,1,5,1,4,5,1,1,1,5,2,6
218,trumpet,No,Very familiar,17,4,5,4,6,1,5,4,6,7,1,6,5,3,6,5,1,2,6,6,4
219,trumpet,No,Extremely familiar,19,1,1,4,5,1,4,1,5,7,1,3,7,1,6,1,1,2,5,6,6
223,trumpet,No,Extremely familiar,18,1,2,1,7,1,6,6,5,7,1,6,4,3,4,3,1,2,5,7,6
225,trumpet,No,Very familiar,18,1,3,2,6,1,6,1,6,6,1,4,6,3,6,2,1,3,4,5,6
